orbital_period,transit_duration,planet_radius,star_temp,star_radius,label
412.041857,5.572,3.77,5485.0,0.867,-1
2.131660527,1.8585,0.56,5849.0,0.997,0
5.75902182,2.687,0.91,6247.0,1.066,0
0.903763067,0.562,1.08,4430.0,0.651,0
0.9628348,2.259,0.81,5559.0,0.838,-1
5.66494448,4.173,0.78,5888.0,1.13,0
1.57017249,2.257,0.82,5300.0,0.66,-1
0.566798364,3.172,0.66,5864.0,1.04,-1
3.22452656,5.156,24.48,3857.0,34.674,-1
1.89127438,4.491,2.03,7919.0,3.46,-1
1.33256944,3.89,0.46,5655.0,0.998,-1
66.6504521,5.744,1.56,4550.0,0.679,1
55.7002642,4.285,1.18,4267.0,0.67,-1
3.54553077,4.143,1.62,5794.0,1.496,1
85.0624157,4.6964,21.26,5223.0,0.875,-1
10.882416555,5.4674,29.69,4946.0,0.715,-1
25.19830439,5.1942,46.14,5955.0,0.883,-1
14.3196417,3.781,2.06,5562.0,1.373,0
5.2736268,5.291,0.89,5851.0,0.918,0
24.5041103,6.065,1.03,5250.0,0.962,0
1.316398648,1.169,1.09,5088.0,0.806,-1
419.4596,13.53,2.1,5248.0,1.869,-1
9.97202023,1.425,1.26,4810.0,0.696,0
14.2005007,5.232,13.28,6332.0,1.065,-1
1.318347743,0.871,1.23,6143.0,1.121,-1
5.5834987,2.484,1.41,6517.0,1.375,-1
1.12401084,3.052,0.61,5941.0,0.911,-1
1.21374652,3.371,0.59,6238.0,1.049,-1
5.24970432,2.746,0.67,5528.0,0.853,1
40.3511707,3.97,1.88,5665.0,0.82,0
72.9332762,3.829,2.45,5316.0,0.902,0
56.6746666,5.516,4.01,5541.0,1.295,1
63.9005941,8.2789,25.91,5204.0,0.634,-1
12.6878176,4.262,2.16,6258.0,1.046,0
483.36405,15.61,1.27,5700.0,0.718,0
16.2951259,3.678,1.15,4915.0,0.812,1
18.173045009,10.9113,24.39,5799.0,0.86,-1
14.12678065,5.9303,31.13,5656.0,0.784,-1
358.56462,11.64,0.99,5375.0,0.752,-1
12.0729757,3.783,1.69,5436.0,1.707,0
1.337561836,1.575,1.11,6406.0,1.715,-1
2.23755641,2.089,0.93,6026.0,0.924,-1
82.401274,6.48,2.21,5886.0,1.0,0
11.91256675,6.126,2.61,6337.0,2.335,0
4.08197713,2.943,0.6,6538.0,1.156,0
1.035268597,0.5663,1.34,6332.0,1.205,-1
359.3259,9.836,3.6,6570.0,2.27,-1
0.566805268,3.721,0.65,6403.0,1.086,-1
0.912179022,1.332,0.65,3880.0,0.555,0
12.27057043,3.002,1.67,6075.0,0.969,1
13.2274753,6.356,1.94,6269.0,1.155,1
76.87935893,2.3819,7.71,3638.0,0.436,0
0.559517155,0.596,1.04,6462.0,1.309,-1
13.0151826,3.613,1.36,4794.0,0.643,0
29.47316279,6.4327,48.98,5838.0,0.897,-1
0.580725004,2.071,0.85,5471.0,0.841,-1
1.94468659,18.22,69.59,7894.0,3.521,-1
7.28116667,2.716,1.4,5008.0,0.788,0
383.10017,8.8,2.18,6011.0,0.902,-1
2.87998334,1.658,0.85,4951.0,0.806,0
0.605556082,1.2399,0.86,6123.0,0.846,-1
4.36125889,2.174,1.2,5520.0,0.873,1
21.08678557,0.978,2.08,6084.0,0.863,0
1.19087362,1.785,0.73,5158.0,0.888,-1
1.06484622,3.287,0.72,6445.0,1.087,-1
0.969824139,0.783,0.49,5780.0,1.0,0
190.60563,14.33,1.6,6200.0,1.287,-1
5.19206571,3.716,0.99,6322.0,1.075,0
449.01499,12.58,1.04,6031.0,1.068,0
8.480305,6.19,1.33,4895.0,0.696,-1
410.11676,13.97,1.41,5587.0,0.965,-1
54.5091549,5.125,1.94,4406.0,0.603,1
17.4532945,4.027,0.76,5528.0,0.853,0
14.1959621,3.605,1.66,6214.0,1.076,0
11.52482874,1.724,22.56,5592.0,0.892,0
46.84008579,3.8198,428.62,6006.0,1.055,-1
6.70242786,1.221,1.82,5466.0,2.224,0
0.992798625,3.5065,29.26,6055.0,1.098,-1
7.79534033,3.406,1.07,6156.0,1.05,0
186.72243,13.35,1.84,6040.0,0.999,-1
118.4039,5.593,3.46,6486.0,1.64,-1
182.281992,8.828,1.67,5503.0,0.742,-1
2.40174996,1.413,0.65,3606.0,0.399,0
10.0102876,5.33,0.69,4214.0,0.601,-1
115.238544,7.653,3.17,5589.0,1.037,0
21.7434141,8.143,2.23,5767.0,1.497,0
1.366964704,2.3181,0.79,5780.0,1.0,-1
0.77957913,2.457,0.71,5699.0,0.853,-1
0.544561598,1.6053,44.9,3715.0,80.529,-1
5.6795377,3.757,1.16,6514.0,1.585,0
17.4453133,5.14,5.38,4927.0,3.04,-1
1.97515457,2.633,0.92,5571.0,1.145,-1
9.33955596,2.058,2.67,5516.0,1.101,0
21.993112,8.616,23.21,5205.0,0.747,-1
19.5489666,1.78,1.89,5549.0,0.732,0
7.41834569,2.462,1.12,5549.0,0.732,0
27.6853358,4.661,3.11,5216.0,0.639,-1
35.6225528,4.845,2.24,5799.0,0.878,1
7.1403113,5.891,1.18,6354.0,1.016,-1
2.69487041,2.553,0.97,5823.0,1.187,-1
112.303136,5.869,1.3,4401.0,0.595,1
92.461135,14.344,2.86,5132.0,2.648,0
49.5387264,2.238,20.52,5683.0,0.747,0
3.39155966,3.87,0.49,5896.0,0.914,0
9.2294726,2.446,0.82,4781.0,0.596,0
1.33254897,3.083,32.84,4894.0,13.777,-1
18.3721835,3.738,1.12,5937.0,0.83,0
18.2260472,3.664,1.85,5440.0,0.98,-1
17.99562529,0.871,28.98,5999.0,0.959,0
1.018347376,4.386,1.92,5858.0,2.638,-1
0.659299289,0.6908,30.54,5791.0,0.852,-1
63.095068,9.485,11.67,6622.0,1.325,0
37.32483952,6.9676,30.32,5306.0,0.79,-1
25.951984,20.585,36.8,5889.0,1.046,-1
21.7203362,4.252,0.8,5528.0,0.853,0
42.9136635,5.227,3.19,6049.0,2.483,1
88.1804682,5.033,2.78,5497.0,0.839,-1
177.668663,9.298,2.32,4721.0,0.701,1
0.98041685,0.919,0.75,4861.0,0.722,-1
92.263742,8.605,2.22,6084.0,1.283,1
6.64754478,1.961,1.72,6046.0,1.007,0
1.23517588,5.476,1.59,5780.0,1.0,-1
1.97650073,1.788,0.97,5792.0,0.923,0
3.79892774,4.112,1.46,6831.0,2.106,0
0.416995408,0.8928,0.84,6150.0,0.781,-1
14.7401061,5.637,1.48,5999.0,0.959,0
256.52387,9.07,1.33,6348.0,1.18,-1
3.0001191,6.61,0.73,8431.0,2.485,-1
81.4160138,14.175,4.63,6352.0,1.401,1
4.7309013,2.889,1.39,5941.0,0.911,0
21.3761817,8.543,1.08,5984.0,1.052,0
6.58753699,2.043,1.51,6014.0,0.993,0
8.5900471,3.463,0.8,4914.0,0.707,-1
357.82544,9.12,1.7,6131.0,1.312,-1
30.8278245,4.214,2.42,5982.0,0.96,0
47.1607932,4.003,2.58,5936.0,0.965,1
49.2768448,3.787,1.75,3899.0,0.529,1
35.2330694,3.674,0.97,3749.0,0.524,1
45.3965379,3.826,1.97,4266.0,0.643,-1
36.721576,7.758,1.93,5662.0,0.84,0
362.69427,9.7,3.54,5288.0,1.719,-1
370.35639,12.75,2.82,6117.0,1.025,-1
96.81647,10.227,3.19,6404.0,2.467,0
0.729724346,2.699,0.51,6084.0,1.03,-1
3.51413723,3.919,0.69,6201.0,0.989,0
4.96504981,2.212,1.51,5339.0,2.011,0
0.821472455,2.433,0.92,4889.0,0.836,-1
1.29019586,3.741,0.78,5693.0,0.842,-1
1.141148847,1.629,1.67,5438.0,1.989,0
12.460565,3.903,1.1,5435.0,0.933,0
19.5945772,6.77,1.18,6118.0,1.023,0
8.48032079,5.791,0.95,5415.0,0.728,-1
409.87844,10.58,2.72,6167.0,1.064,0
227.6258,9.47,1.79,6240.0,1.549,-1
18.1373788,3.844,1.41,4257.0,0.602,1
51.1104797,7.712,1.6,5968.0,0.881,1
47.9869119,5.342,3.35,5641.0,0.981,1
359.047933,16.637,7.76,5609.0,1.048,-1
29.8042694,3.107,24.73,5223.0,0.827,-1
7.08757462,3.342,1.28,6060.0,0.925,0
5.4169303,7.512,8.17,6355.0,1.108,0
1.003049079,7.9657,42.5,5775.0,0.844,-1
0.933157032,2.614,7.29,6499.0,1.169,-1
37.1083458,4.112,1.71,5591.0,0.86,-1
31.1920226,2.849,1.65,5675.0,0.777,0
1.02104719,6.39,13.68,6444.0,1.2,-1
7.630545,3.63,2.26,6407.0,1.179,0
12.083457,3.536,2.09,6422.0,1.175,-1
401.5907,14.77,1.01,6170.0,0.939,-1
6.6716723,2.693,1.27,6086.0,1.021,0
53.912783631,44.0504,4.25,6085.0,2.02,-1
1.23142395,2.186,0.77,6011.0,1.73,-1
409.38645,13.78,1.78,4955.0,0.799,0
386.828262,5.045,6.54,6384.0,1.615,-1
15.8733803,7.4672,8.15,6161.0,1.054,-1
42.3991752,7.251,3.23,6133.0,1.121,-1
25.95198823,14.602,39.94,6363.0,1.035,-1
14.12809896,2.326,1.6,6072.0,0.988,-1
17.7662938,3.079,1.54,5724.0,0.946,0
13.6917833,4.198,1.12,5906.0,0.931,-1
25.95633,26.34,9.75,6139.0,0.881,-1
11.56722589,2.507,1.29,4597.0,0.691,0
0.572937573,2.576,1.57,7338.0,1.593,0
631.56889,14.37,3.13,6382.0,1.059,0
14.15849823,46.356,90.09,8753.0,3.746,-1
207.471349,7.469,1.57,5731.0,1.033,-1
12.3748247,90.01,81.01,5165.0,3.598,-1
4.31724247,4.126,1.01,5992.0,1.31,0
3.74099144,5.428,1.85,5110.0,3.231,0
302.779824,16.847,1.31,5734.0,0.797,0
14.541781166,9.1151,2722.92,5997.0,1.148,-1
12.4261177,28.5357,3.8,5713.0,0.851,-1
21.1876185,3.69,0.79,6355.0,0.849,0
12.42560404,23.9402,2.52,5713.0,0.893,-1
30.9604688,14.992,89.18,5367.0,3.558,-1
1.041619932,8.1218,30.94,5838.0,0.991,-1
2.544594443,3.21373,109.72,5503.0,1.616,-1
56.40651043,18.4332,21.93,5011.0,0.647,-1
7.964400574,4.4761,61.54,4478.0,0.715,-1
6.399101307,4.7439,51.77,6233.0,0.988,-1
34.9168399,7.343,2.39,6194.0,1.069,1
8.480303653,7.48907,22.25,5385.0,0.787,-1
94.094392,10.833,0.9,6099.0,1.308,0
22.1270885,4.472,3.94,5312.0,1.445,1
10.6784787,2.307,1.12,5459.0,0.797,-1
25.3736543,2.619,1.88,6195.0,0.966,0
10.08535311,1.75,1.45,5947.0,0.945,0
42.559265547,3.36626,51.86,5764.0,0.863,-1
10.2856373,3.043,1.24,5841.0,1.06,0
24.2157996,4.359,1.58,5659.0,0.885,-1
44.2018402,4.949,1.14,5002.0,0.753,1
393.95608,13.89,2.27,6217.0,0.989,0
15.0330623,6.326,2.18,5849.0,1.601,1
34.7496038,4.548,3.51,5849.0,1.601,0
12.62530918,3.163,87.2,6878.0,1.844,-1
124.93576738,7.5608,49.34,5887.0,0.941,-1
12.720298433,2.4599,1.37,4914.0,0.724,-1
227.83457,21.59,2.83,6004.0,2.193,0
119.67980316,32.1928,193.91,8275.0,3.251,-1
6.399107136,5.21981,59.15,6133.0,0.935,-1
8.480304281,7.46159,65.0,7059.0,2.21,-1
117.6813778,12.7591,45.43,6429.0,2.079,-1
17.72722648,4.1376,35.18,6021.0,0.895,-1
100.40132734,9.7436,26.0,5903.0,1.1,-1
11.320287875,4.82219,59.23,6153.0,1.127,-1
1.219034103,2.4494,40.46,5914.0,1.271,-1
24.352541,2.782,1.52,4891.0,0.805,0
5.94228603,2.169,1.23,4891.0,0.805,1
382.30306,8.83,4.05,5993.0,2.59,0
58.1263775,4.018,1.32,5413.0,0.82,0
26.7575866,5.858,2.28,6215.0,1.052,0
57.0599992,7.463,22.31,5931.0,0.863,-1
14.5565618,4.554,1.08,6065.0,1.061,1
0.837898153,2.104,1.26,4748.0,0.797,-1
41.7084063,8.567,2.19,6434.0,1.138,1
33.0257179,6.032,2.21,5819.0,0.99,-1
25.366990665,5.9556,56.02,6208.0,1.024,-1
428.32173928,40.5992,49.76,5662.0,0.806,-1
82.137609997,6.11904,197.85,6395.0,2.012,-1
24.0612744,19.9438,83.77,6461.0,1.138,-1
66.36099916,20.0614,61.42,5583.0,0.857,-1
8.939461148,6.19136,153.32,6461.0,2.225,-1
135.58607679,5.54241,89.83,6401.0,1.301,0
18.79862195,7.4782,55.07,5334.0,0.796,-1
4.80912667,7.9331,44.3,6462.0,1.166,-1
2.33211505,2.96723,140.22,6384.0,1.094,-1
0.53835407,1.5045,1.67,5539.0,1.207,1
249.36211832,8.3559,48.69,5940.0,1.02,-1
3.80675878,2.092,2.75,6068.0,1.797,0
9.5084871,4.372,1.65,6144.0,1.668,1
34.1086562,6.405,1.95,6144.0,1.668,0
47.0563327,4.807,2.57,5889.0,0.924,0
10.0100312,1.35,0.99,4338.0,0.508,0
96.169569,7.496,2.07,5340.0,0.702,1
1.55090374,3.028,1.11,7612.0,2.968,-1
12.67143692,2.498,0.76,3705.0,0.529,0
60.32668824,1.6864,4.98,3705.0,0.529,-1
2.63595435,1.309,0.5,3705.0,0.529,0
82.303914,15.404,4.47,5602.0,1.425,1
131.97827736,7.14981,147.83,4916.0,2.182,-1
0.789171236,1.734,0.69,4776.0,0.811,-1
17.9346606,6.25,2.8,6426.0,1.775,1
241.07074582,9.88863,76.53,9414.0,2.777,0
184.6467208,18.9869,72.8,5713.0,1.023,-1
6.282033445,8.3777,144.85,6074.0,0.976,-1
5.519188936,7.1351,43.06,5324.0,0.897,-1
4.818863794,6.2625,51.32,6313.0,1.935,-1
178.26802035,5.86461,34.07,5126.0,0.696,-1
2.181555909,4.41739,91.3,6584.0,1.246,-1
244.83274973,4.37001,38.3,6105.0,0.993,-1
30.4544418,6.896,2.6,6283.0,0.984,1
10.26558924,3.879,1.65,5774.0,0.98,-1
18.9257333,6.149,16.74,5455.0,0.909,-1
37.8862977,5.218,2.09,5513.0,0.818,0
10.54841329,1.872,3.89,6047.0,1.092,0
133.6348207,1.584,1.89,5202.0,0.918,0
11.9615433,3.129,2.24,6142.0,1.046,-1
32.510844,3.254,2.62,6074.0,1.358,0
62.127677128,5.25005,38.61,5344.0,0.807,-1
31.9730649,8.872,1.09,5811.0,0.811,-1
10.90752977,2.764,1.58,6414.0,1.147,0
143.1188694,16.8109,53.3,5713.0,0.851,-1
76.81985465,5.16249,46.61,5654.0,0.774,-1
165.40574995,13.6363,112.86,6061.0,2.185,-1
71.661915163,6.33708,55.04,5075.0,0.824,-1
9.44942685,6.40303,68.38,5754.0,0.905,-1
0.715802309,1.5586,25.52,5239.0,0.757,-1
70.58284717,8.81169,50.88,5973.0,0.904,-1
2.995357359,6.57901,112.12,5949.0,1.94,-1
3.840485025,2.8592,39.38,5731.0,0.823,-1
10.5226374,3.864,1.08,6327.0,1.175,0
4.75307877,2.35,505.94,3486.0,180.013,-1
19.515013291,4.59379,53.03,5349.0,0.851,-1
1.772451066,2.4592,1.02,6243.0,1.149,1
19.9158863,6.191,1.41,6047.0,1.092,1
54.061328105,4.48223,88.28,5786.0,1.112,-1
34.525990182,4.47294,54.35,6123.0,1.049,-1
14.2821417,2.068,1.08,5374.0,0.726,-1
18.64532882,3.63893,61.81,5931.0,0.845,-1
20.882125422,8.03365,66.27,6335.0,1.072,-1
14.0545718,4.066,1.45,5783.0,0.88,0
30.8609783,4.216,1.08,5627.0,0.833,1
3.652810043,1.5132,0.89,5213.0,0.831,-1
15.65134872,4.1553,118.33,6552.0,3.289,-1
6.86674226,4.216,0.79,5914.0,1.135,0
8.37159554,5.252,2.39,6426.0,1.775,1
286.1755875,16.1025,63.23,5904.0,0.946,-1
152.15144795,26.8612,53.89,6217.0,0.989,-1
0.542636318,1.2536,1.39,5277.0,1.633,-1
29.911334059,7.26916,47.83,5303.0,0.704,-1
5.877122485,4.71655,125.68,5702.0,1.821,-1
10.636305846,5.17212,64.91,6781.0,1.345,-1
2.1032389,6.4774,36.63,5546.0,0.786,-1
46.698200933,3.57049,38.79,5772.0,0.756,-1
15.99560373,3.471,1.04,4955.0,0.721,1
25.9518795,21.569,35.1,5753.0,1.078,-1
29.7681831,9.425,3.98,5640.0,2.916,0
56.048096688,4.04427,42.62,5222.0,0.78,-1
2.25161215,2.1,1.14,9464.0,2.184,-1
36.7662364,3.305,1.28,4342.0,0.54,0
50.35545898,5.51863,31.66,5936.0,0.965,-1
14.0328775,6.684,1.45,6063.0,1.001,1
13.2226149,4.337,1.75,5931.0,0.863,0
2.53742164,1.563,0.93,5447.0,0.917,0
62.596544,11.477,2.25,5934.0,1.509,0
18.79852,4.795,2.04,4808.0,0.715,-1
156.51657398,12.2259,61.44,6002.0,1.084,-1
1.366946478,3.37701,43.45,5353.0,0.757,-1
313.09275066,14.3447,47.52,5067.0,0.673,-1
0.566813677,2.458,0.77,6106.0,0.966,-1
157.32263943,21.9232,56.66,6109.0,0.989,-1
9.53040216,5.95809,60.49,5501.0,0.912,-1
4.218512654,3.62939,16.67,6185.0,0.991,-1
8.529991199,3.9954,44.86,6185.0,0.991,-1
1.922862476,3.4594,70.65,6408.0,1.303,-1
16.00747237,1.267,2.99,5857.0,1.305,1
54.6493679,7.962,2.64,5751.0,1.282,1
100.8276725,8.39,4.35,5301.0,0.977,1
15.5764061,5.382,1.79,6214.0,1.076,0
10.00506974,3.481,1.11,5912.0,0.924,0
0.905675699,1.701,0.77,5730.0,0.903,-1
36.2580749,5.917,1.82,5818.0,0.848,0
12.4326997,7.81,1.88,5480.0,1.229,0
30.9902997,9.454,2.21,5480.0,1.229,0
15.9750417,3.549,90.37,5220.0,3.456,-1
16.0505464,3.171,0.81,5428.0,0.853,1
11.082622625,6.62584,48.38,5831.0,0.922,-1
421.42848194,8.60447,54.16,6235.0,1.708,0
1.096587245,3.0287,168.68,5869.0,0.942,-1
3.012476415,3.31903,58.77,6015.0,1.088,-1
0.759740194,3.252,0.67,6046.0,1.007,-1
4.664186517,4.0639,278.81,5062.0,3.579,-1
1.092066399,2.97608,40.74,4556.0,0.576,-1
3.053578643,3.22884,35.35,5414.0,0.714,-1
2.992662857,2.5258,60.35,4927.0,1.837,-1
4.664188563,3.773,52.09,5699.0,1.215,-1
0.954873008,1.0613,0.81,6092.0,1.363,-1
0.56493412,2.57621,33.4,4748.0,0.534,-1
1.674984844,4.92134,150.48,8285.0,2.451,-1
35.8754482,3.972,2.35,6559.0,1.218,0
7.31945294,4.881,5.05,5745.0,3.955,1
35.8007112,8.219,7.97,5745.0,3.955,0
4.32710579,3.872,3.58,5745.0,3.955,0
14.15402615,4.115,29.61,4352.0,0.661,-1
33.93754213,11.1677,138.25,6220.0,1.066,-1
20.7057153,9.678,3.22,5668.0,2.437,1
60.532988,7.086,1.91,5631.0,0.847,0
58.0198583,5.348,3.46,4920.0,0.72,0
15.0617835,6.31,1.61,5806.0,1.158,0
4.286103033,2.6422,25.8,4206.0,0.591,-1
290.7778719,12.0525,45.27,5207.0,0.734,-1
5.017239915,4.36126,41.75,6519.0,1.079,-1
0.937923475,3.164,0.52,5398.0,0.805,-1
204.0329342,17.5623,57.35,5553.0,0.806,-1
2.148219541,2.94091,49.6,4694.0,0.672,-1
58.621578824,8.52961,40.43,5232.0,0.725,-1
3.125821128,2.2163,110.58,6137.0,2.852,-1
6.6751871,2.372,1.09,5774.0,0.818,-1
1.450205839,3.6373,92.78,7564.0,1.893,-1
3.224486463,4.61686,79.08,6389.0,1.16,-1
33.3239576,37.217,2.55,5192.0,0.555,-1
17.9559673,6.237,1.96,5641.0,1.195,0
0.94102954,4.415,1.41,5766.0,2.409,-1
1.992812339,2.066,6.81,3638.0,0.42,-1
36.514374043,6.48255,33.27,5811.0,1.0,-1
39.818832,10.757,2.23,5710.0,1.524,1
25.4337864,6.514,2.0,5806.0,1.158,1
67.451045,8.9387,36.7,4847.0,2.191,-1
2.69339974,1.936,1.04,5355.0,0.863,0
10.43003118,2.029,1.14,6277.0,1.031,0
27.63714708,1.7277,6.96,5214.0,2.427,0
52.6095103,8.202,1.83,5881.0,1.294,0
198.7106251,8.638,3.56,5180.0,0.8,1
15.873380595,8.0429,630.53,5622.0,1.895,-1
50.563697,5.381,1.57,6759.0,2.022,-1
65.583665567,5.01216,41.22,5516.0,0.666,-1
111.31980522,23.0078,63.68,5022.0,2.58,-1
110.29512684,16.5339,37.88,5753.0,0.895,-1
95.178317934,3.60125,28.75,4523.0,0.653,-1
14.137062,2.264,1.37,4861.0,0.709,0
31.2543238,5.662,2.29,6246.0,1.092,0
61.4911479,9.745,22.76,5830.0,0.876,-1
110.2867031,4.427,1.41,5931.0,1.101,1
11.8061737,4.472,2.87,6900.0,2.599,0
6.15828666,6.329,1.2,5710.0,1.524,0
10.828825742,0.7275,0.76,5862.0,0.785,-1
82.292865,7.048,1.82,5626.0,0.957,1
92.436978,6.432,2.89,5595.0,0.741,1
65.427645,9.404,1.65,6014.0,0.926,0
11.08260553,6.23,7.34,5125.0,2.196,-1
22.7832776,4.194,1.33,6517.0,1.159,-1
23.737952838,8.50818,53.27,5559.0,1.0,-1
21.4618453,5.675,19.89,5806.0,1.213,-1
75.13194883,20.8729,26.21,5365.0,0.729,-1
369.069345,5.832,3.07,4855.0,0.778,-1
243.82122131,10.9312,56.63,6370.0,1.316,-1
16.227548674,5.08666,46.52,5297.0,0.795,-1
47.189437,11.555,66.71,5458.0,0.972,-1
1.501760172,5.85519,90.92,6327.0,1.29,-1
4.05325447,4.0116,1668.79,6022.0,1.039,-1
7.68433346,1.4346,2.58,4402.0,0.572,0
11.16622885,3.389,1.56,5552.0,0.836,0
10.99381963,3.7889,40.17,6553.0,1.157,-1
10.9938087,5.0403,5.33,6553.0,1.157,-1
23.1334494,3.602,2.55,5712.0,0.932,0
8.9539656,4.898,0.84,6168.0,0.947,0
16.5860329,7.043,2.09,5626.0,1.389,1
26.83771808,1.6162,12.68,6194.0,1.069,-1
16.7525077,3.174,3.65,4807.0,1.802,1
3.53105835,1.778,10.61,3638.0,0.42,0
49.612757516,7.07603,57.08,6241.0,1.031,-1
6.32589574,1.383,1.14,5749.0,0.818,0
11.9378354,4.652,1.15,5469.0,0.738,0
32.715906,10.79,3.68,5527.0,3.192,0
15.3317719,5.467,1.91,5726.0,1.285,0
82.331756,8.664,2.08,5997.0,1.242,0
84.704139,10.393,4.17,6085.0,1.634,1
0.755105584,5.02374,76.26,6592.0,1.19,-1
101.26336282,17.8951,44.0,6309.0,1.062,-1
120.58167178,8.2904,41.71,5294.0,0.673,-1
1.558544209,3.3727,35.12,4868.0,0.708,-1
2.63757408,5.9626,76.02,5639.0,0.953,-1
8.64636188,8.73607,54.24,6444.0,1.134,-1
112.46358893,31.8273,129.04,7426.0,2.463,-1
27.0965146,8.42,2.13,5775.0,1.352,0
11.5474983,6.684,1.48,5775.0,1.352,0
42.39930429,18.3609,44.7,6153.0,0.962,-1
83.2664103,2.813,2.89,5538.0,1.18,0
11.6044881,3.409,1.88,5533.0,1.166,0
27.009807384,1.96698,22.32,3900.0,0.534,-1
15.0219784,5.068,1.77,5831.0,1.382,1
11.8237228,8.518,1.25,5559.0,0.803,0
85.272459,13.31,3.85,5922.0,1.057,1
12.42592675,29.1701,2.66,5952.0,0.971,-1
19.0689513,12.462,1.63,5418.0,0.889,0
89.7398137,3.26371,38.01,5777.0,0.747,-1
90.08255562,19.7301,49.2,6523.0,2.343,-1
0.759768478,2.824,0.64,5481.0,0.815,-1
42.2011587,8.479,37.39,6200.0,1.449,-1
15.65129028,6.7631,78.3,6137.0,1.103,-1
9.014220178,2.76441,15.49,4842.0,0.73,-1
1.824653341,4.25512,55.44,6413.0,0.941,-1
3.185090259,4.80188,92.5,6516.0,1.279,-1
372.76888,23.27,3.66,5800.0,0.894,-1
5.70940795,1.622,1.51,4402.0,0.572,1
2.086076372,2.4032,1543.74,6124.0,1.119,0
3.63898953,2.252,1.68,5533.0,1.166,1
38.1303324,6.53,1.54,6370.0,1.106,1
14.42735088,4.857,1.53,5929.0,1.04,1
6.2253374,4.388,1.92,6263.0,1.726,0
12.90235874,2.446,1.49,5530.0,0.788,0
36.4337867,4.388,2.2,5566.0,1.099,1
58.5850357,3.5939,149.98,6379.0,1.994,-1
12.5014905,3.882,2.24,5821.0,1.492,0
40.6511021,11.282,1.7,6297.0,1.369,-1
89.945828,2.286,3.46,5115.0,1.924,0
40.1454757,5.2,13.01,7852.0,7.162,-1
265.47847,10.28,4.2,5792.0,1.005,1
1.546222068,7.998,0.77,5611.0,1.073,-1
89.3313828,11.919,8.02,6860.0,1.467,-1
22.2941485,3.188,1.5,5915.0,1.392,-1
1.048130894,5.6707,4.52,7673.0,3.214,-1
46.7162336,7.259,2.03,5856.0,1.092,0
17.6062701,6.134,1.72,5808.0,1.159,0
43.56225858,3.6873,80.02,6411.0,1.216,-1
198.443477,9.9776,41.72,5420.0,0.868,-1
17.907664726,5.58652,282.86,6173.0,1.041,-1
2.4044122,4.575,0.85,6398.0,1.249,-1
22.77196484,8.3476,104.17,6049.0,1.557,-1
184.52015392,15.3564,23.38,5341.0,0.776,-1
82.175197,8.664,2.24,6247.0,0.954,1
29.015852933,7.19844,1183.06,5783.0,0.941,-1
77.36241476,12.1317,41.66,5359.0,0.79,-1
495.71095,4.514,4.41,6054.0,1.953,-1
10.35857039,2.577,1.68,5893.0,1.02,1
20.0679247,5.236,2.25,5997.0,0.904,0
30.2541186,2.134,2.8,6277.0,1.161,0
17.081202417,7.20617,39.24,5431.0,0.708,-1
20.034708,6.49,2.24,6120.0,2.0,0
541.92452,21.4,3.15,4378.0,0.614,0
3.15722086,3.762,1.41,6120.0,2.0,0
58.7701045,6.995,1.57,6158.0,1.013,-1
6.685438,5.09,1.25,5808.0,1.159,0
23.2385587,8.432,2.18,6602.0,1.685,1
8.5433774,6.149,1.58,6602.0,1.685,0
118.314913,4.79,7.23,6190.0,4.763,-1
20.35971899,2.1521,0.8,3419.0,0.344,1
43.798566,6.401,48.52,5611.0,2.227,-1
131.73630485,5.28476,54.38,5102.0,1.669,-1
4.301031137,5.65214,93.01,6386.0,1.548,-1
198.01379181,9.72673,38.49,5359.0,0.708,-1
11.7201693,2.399,1.34,6193.0,1.067,0
1.682934607,1.8846,1.06,5201.0,0.834,1
114.90862419,7.66397,42.78,4412.0,0.737,-1
11.55532445,3.499,1.7,5149.0,0.803,1
11.5706005,3.073,1.33,5718.0,0.9,0
16.2953228,4.882,1.6,6187.0,1.013,0
26.0841212,6.141,1.35,6083.0,0.835,1
52.802767576,5.6184,75.82,5835.0,0.901,-1
39.206808648,6.24701,50.2,5945.0,0.861,-1
64.6589166,7.71,2.12,5821.0,1.395,1
15.8283833,3.643,1.8,5596.0,1.145,0
27.6760342,4.234,5.15,5123.0,3.224,-1
8.74192361,4.235,1.94,5596.0,1.145,1
26.936878,4.969,1.57,5878.0,0.998,-1
12.4281308,6.79,0.85,5940.0,0.729,-1
9.10969334,5.3181,1.32,5611.0,1.073,1
0.96283264,2.947,0.74,5955.0,0.733,-1
73.7502765,13.309,3.78,6056.0,2.481,0
4.7482669,4.947,1.57,6056.0,2.481,0
210.30644361,6.68665,101.13,7591.0,2.017,-1
8.268081087,3.47103,50.31,5749.0,0.922,-1
3.564614021,3.44204,46.0,5891.0,0.892,-1
5.877122413,3.7369,45.95,5778.0,1.043,-1
1.036592635,2.40749,463.05,4884.0,8.747,-1
10.10404351,1.0022,4.05,5530.0,0.831,0
91.4999978,19.5818,21.86,5263.0,0.774,-1
65.9407869,7.776,2.33,5982.0,0.96,0
30.47639859,17.9728,43.01,5913.0,0.787,-1
14.53260546,2.4212,1.69,6003.0,0.932,1
153.348739,12.205,2.14,6127.0,1.08,1
13.9248005,5.016,0.9,5271.0,0.648,0
