orbital_period,transit_duration,planet_radius,star_temp,star_radius,label
6.35585682,1.55,0.86,3706.0,0.522,0
1.970340203,1.7901,3.97,4883.0,1.667,1
5.05821338,1.132,10.69,4883.0,1.667,0
26.85323647,4.4557,2.65,5329.0,0.869,1
25.0985083,2.7727,1.59,5782.0,1.095,1
34.2685741,4.8251,2.44,5083.0,0.872,1
5.75321539,1.7948,3.14,5445.0,0.929,1
5.50860699,3.0788,1.49,5448.0,0.883,1
18.93055119,3.372,4.41,5015.0,1.643,1
42.94386258,3.7591,41.62,5750.0,0.94,-1
22.06402,4.1,2.67,6232.0,1.09,0
5.756245244,1.071,2.24,4931.0,0.734,0
148.4601819,5.499,3.61,5159.0,0.821,1
0.934885365,1.4083,3.21,4777.0,1.795,1
25.7626846,6.908,2.66,5739.0,1.069,1
11.0317836,4.753,1.45,5739.0,1.069,1
4.12511935,2.877,0.88,5598.0,0.83,1
4.22464216,1.403,4.31,6343.0,1.14,0
13.12162167,3.6138,1.99,6140.0,1.277,1
49.6220669,7.222,3.33,5938.0,1.184,1
8.08801663,1.8334,2.94,5269.0,0.874,1
11.55103848,3.3601,2.17,5907.0,1.058,1
4.469754641,1.813,2.26,5988.0,0.934,1
15.77382794,4.957,2.72,6283.0,1.531,1
6.56226483,4.0144,3.07,5878.0,1.812,1
20.67876365,4.6395,2.42,5865.0,1.272,1
50.79034648,10.8474,10.6,6163.0,1.406,1
9.59993246,4.3206,2.08,5865.0,1.272,1
2.0248205,2.55,1.01,5865.0,1.272,1
201.118319,10.328,2.28,5646.0,0.954,1
24.7577652,6.998,2.44,6106.0,0.966,1
12.7983174,6.401,2.88,5592.0,1.451,1
10.13200555,3.1683,1.67,4777.0,0.561,1
38.505224,5.941,2.45,5974.0,0.881,1
4.6126736,3.0643,1.6,6140.0,1.277,1
8.67890312,3.5317,2.56,5509.0,1.116,1
39.3135699,5.0137,2.07,6060.0,0.925,0
5.94565516,2.1604,1.12,3974.0,0.564,1
1.52373073,1.4796,1.26,3746.0,0.51,1
4.225384543,2.82038,9.0,5574.0,1.054,1
60.0853848,7.007,2.4,6028.0,1.047,1
43.0343364,6.571,2.5,5550.0,0.911,1
46.2991052,5.2481,4.33,5396.0,1.507,0
88.6440015,7.82,2.51,5661.0,0.934,0
35.01190875,2.868,2.97,5872.0,1.153,0
16.57099265,2.9052,2.03,5483.0,0.779,1
16.00496657,6.5047,3.71,6384.0,1.904,1
1.954525966,2.0944,2.38,5741.0,1.136,1
7.23400381,2.165,1.78,5411.0,0.85,1
6.77408984,2.6215,2.5,6246.0,1.092,1
20.172024672,3.1488,6.24,5064.0,0.864,1
26.41044199,3.0715,2.45,5448.0,0.734,1
8.27745764,2.713,2.46,5129.0,1.781,0
14.37504582,3.208,2.05,5931.0,1.053,1
6.31219171,4.9377,2.17,6322.0,1.075,0
147.97391,6.854,3.33,5578.0,0.95,0
13.24503482,4.4078,1.77,5636.0,1.39,1
77.2550726,10.214,3.7,6564.0,1.356,1
3.85690686,2.0808,0.93,5272.0,0.813,1
116.3311739,7.025,3.26,5354.0,0.835,1
86.049055,29.28,2.06,5733.0,0.997,0
6.31943553,3.3422,2.71,5670.0,1.022,1
12.20951755,4.1808,2.61,5670.0,1.022,1
3.07644709,2.6326,1.61,5670.0,1.022,0
2.11913005,4.141,1.35,5799.0,2.377,0
68.958447,3.128,1.11,5455.0,0.888,1
18.79591276,7.5235,7.39,6163.0,1.406,1
63.0380366,7.3702,2.59,5798.0,1.019,0
9.69315023,5.6725,1.89,5683.0,1.472,1
8.48031229,7.105,2.58,5910.0,1.078,-1
56.1886436,6.5272,2.56,5700.0,1.176,1
6.92101452,4.3591,1.48,4461.0,0.585,1
3.27344784,1.7292,0.81,3758.0,0.496,1
15.3789014,4.662,2.94,5817.0,2.153,1
134.4785189,5.9288,10.52,5791.0,1.336,0
5.007414194,1.3584,8.8,5957.0,1.042,0
24.68662378,15.168,48.04,4648.0,5.132,-1
98.7179332,6.593,6.99,5808.0,0.786,1
71.52543938,5.9189,5.76,4855.0,0.778,1
17.50441726,4.2585,3.56,5815.0,1.329,0
1.72086129,2.0243,13.25,5742.0,1.215,1
56.4349933,4.7381,2.37,5534.0,1.001,1
33.7888028,5.496,2.71,6202.0,1.062,0
3.215109385,4.365,1.54,5541.0,0.934,0
3.29276797,4.8069,1.39,5683.0,1.472,1
13.72710334,7.3419,2.38,5951.0,1.693,1
24.3110031,8.7682,2.3,5951.0,1.693,1
9.34145925,6.18,1.56,5951.0,1.693,1
4.97760447,2.5719,1.75,5353.0,1.023,1
21.1285655,3.852,2.88,5817.0,2.153,1
24.4851178,4.642,7.14,6655.0,2.995,-1
7.51854537,2.845,1.42,5064.0,0.864,1
86.7490807,9.179,2.23,5579.0,0.97,0
25.96190067,6.2732,3.25,6369.0,1.729,1
130.3543929,6.474,7.7,5970.0,1.015,1
1.855557556,2.35672,10.05,5657.0,0.947,1
3.261759866,1.7593,8.01,6131.0,0.945,0
3.364425589,1.3261,56.83,5813.0,0.775,-1
16.78175788,3.7386,2.25,4925.0,0.742,1
105.3035093,6.214,3.18,5534.0,0.875,1
2.549562652,1.6999,1.11,3716.0,0.506,1
13.96950181,1.5871,2.04,3716.0,0.506,1
5.21230171,2.098,1.04,3716.0,0.506,1
17.76076524,1.6679,1.93,3826.0,0.516,1
10.55840479,3.366,1.41,5353.0,1.023,1
20.92735802,3.4256,17.36,6126.0,1.109,-1
6.98800953,3.103,1.39,5353.0,1.023,1
105.3582299,3.81,1.87,3883.0,0.496,1
22.8245144,6.617,3.36,6642.0,1.846,1
49.1011093,6.341,3.28,5393.0,1.11,1
7.05675145,2.0261,1.68,6388.0,1.402,1
34.8536903,5.333,2.4,5818.0,0.848,1
2.41434868,1.2701,0.97,4507.0,0.724,1
2.466070972,1.9559,24.3,5708.0,0.884,0
4.30656389,4.1107,1.95,6108.0,1.03,1
12.964717746,1.8303,39.93,6210.0,1.033,-1
1.731079436,1.8419,56.05,6045.0,0.955,-1
7.794302043,1.1081,16.51,5494.0,0.982,1
14.5324483,3.13,3.11,5345.0,0.86,1
5.248667607,1.917,2.84,5807.0,1.012,1
7.96431492,1.5342,2.44,5185.0,0.91,1
92.7297248,6.83,2.81,4580.0,0.675,0
1.485710994,2.2874,14.48,5624.0,1.018,1
30.5231459,2.7286,11.26,5518.0,0.79,0
71.3116598,8.813,4.94,6194.0,1.069,1
28.78270955,3.451,2.11,4774.0,0.745,0
15.44428875,2.0791,37.58,5895.0,0.991,-1
1.411230023,1.4325,1.71,4575.0,0.737,1
96.9151707,6.065,2.37,5162.0,0.791,1
13.47472742,2.5995,1.96,5395.0,0.734,1
2.29503515,1.654,1.18,5637.0,0.909,1
27.495634,4.858,2.11,5657.0,0.911,1
14.08826442,4.1847,2.66,5853.0,0.895,1
3.905081685,2.8213,12.78,5543.0,0.887,1
110.9643706,12.831,2.11,4441.0,0.546,1
4.539297295,1.9455,2.34,4914.0,0.724,0
6.94135824,1.8899,2.96,5527.0,0.88,1
17.276296682,3.94738,7.31,4941.0,0.738,1
31.7821117,3.856,2.08,5527.0,0.88,1
4.36273233,2.2375,1.76,5527.0,0.88,1
18.6848377,3.7965,1.93,4156.0,0.545,1
7.41634701,2.1362,1.24,4156.0,0.545,1
9.91724268,3.2241,2.85,5539.0,1.207,1
82.5341188,4.8556,2.45,4316.0,0.58,1
20.16037858,4.13,1.75,4975.0,0.724,1
10.99470891,1.5929,1.71,4302.0,0.586,1
124.03589939,4.8472,11.13,5822.0,1.28,0
1.194812329,1.3777,1.36,6198.0,0.97,-1
10.84969477,3.474,2.67,5251.0,0.778,0
12.18420006,2.5014,2.59,5771.0,1.068,0
3.76417012,2.0111,1.7,5063.0,0.728,1
5.92972237,2.518,1.92,5741.0,0.956,1
12.2476121,3.209,1.9,5741.0,0.956,1
13.59051547,3.784,2.4,5442.0,0.974,0
46.8776724,10.041,2.62,5504.0,0.993,1
89.1935737,4.0104,3.81,6071.0,1.295,0
13.09390911,2.2805,2.2,5772.0,0.956,1
4.915385452,2.7757,1.46,5772.0,0.956,1
87.455958,18.257,70.11,7700.0,2.111,-1
0.805259257,1.42246,63.55,5872.0,2.022,-1
9.76785911,2.1649,2.54,5371.0,0.852,1
40.80957343,3.158,3.44,6183.0,1.3,0
22.08551599,2.1727,3.34,3828.0,0.565,1
1.151166776,1.0907,1.28,3951.0,0.535,1
4.693305543,5.17249,17.85,6365.0,1.47,-1
3.246732048,3.0535,12.4,5763.0,1.457,1
8.3606759,6.287,1.49,5771.0,1.068,-1
62.1385979,4.2938,5.14,5123.0,1.621,1
17.1181036,1.29,1.22,5576.0,0.929,0
8.29482811,2.7437,2.76,5773.0,0.939,0
26.635216,5.949,27.64,5215.0,0.882,-1
17.84850835,5.8919,3.29,6188.0,1.465,1
26.1363443,6.613,2.8,6188.0,1.465,1
11.1895709,5.3,1.81,6188.0,1.465,1
2.757977384,2.1489,1.69,5919.0,1.0,1
18.692860599,3.88584,14.81,5190.0,0.66,-1
14.80075082,5.762,17.38,6327.0,7.663,1
3.126861192,1.1926,5.12,4854.0,1.749,1
87.24250316,4.1206,15.86,5671.0,0.955,-1
10.240611361,0.9617,3.9,5227.0,0.64,0
16.87725775,3.7917,2.54,5497.0,0.872,1
12.05705659,2.3462,1.96,5365.0,0.834,1
28.26727385,4.5839,2.93,5132.0,0.886,1
3.770590654,2.029,2.13,5714.0,1.208,1
2.7073064,3.4378,1.36,6045.0,1.629,1
23.11707222,3.9948,4.37,5275.0,0.796,-1
4.77502117,1.7087,1.73,5275.0,0.796,0
66.4159789,7.061,3.44,5383.0,0.759,1
8.0103929,4.2713,1.88,5616.0,1.111,1
5.69590202,3.5661,6.61,6106.0,0.94,0
27.6666375,6.315,2.04,5616.0,1.111,1
5.19559398,3.748,1.18,5616.0,1.111,1
57.2488518,6.083,3.19,5642.0,0.846,1
37.0551726,5.439,3.19,5642.0,0.846,1
16.33269981,2.174,1.61,5208.0,0.772,1
10.05550267,2.951,0.92,5208.0,0.772,1
9.30413878,1.9254,1.67,4458.0,0.658,1
4.33722007,2.4973,1.63,5390.0,0.876,1
1.653889476,1.7242,0.97,5390.0,0.876,1
150.8783198,8.6797,4.37,5504.0,1.737,0
3.553831111,3.1029,1.62,6015.0,1.081,1
1.6783263,2.5123,1.57,6015.0,1.081,1
5.65378163,1.9483,1.82,5988.0,0.934,1
5.99185827,1.7215,2.75,6157.0,1.695,1
120.0183551,11.637,4.54,6469.0,1.467,1
14.30517579,4.535,3.05,5741.0,0.846,1
9.18189122,4.343,2.17,5741.0,0.846,0
2.64622742,1.407,0.99,5167.0,0.787,0
2.935362067,1.5043,3.15,4922.0,0.823,0
13.53953595,4.389,2.32,6109.0,1.997,1
22.7082375,3.503,1.72,6170.0,0.992,1
7.97033985,2.6675,1.81,5774.0,0.818,1
5.33459393,2.642,0.79,4275.0,0.533,-1
8.49640437,2.2128,2.14,5093.0,0.709,1
66.1843646,5.155,2.72,5640.0,0.978,1
2.032318856,1.1596,1.12,4670.0,0.682,1
3.62275506,2.7868,1.62,5794.0,1.216,0
2.892216772,1.3596,1.31,4229.0,0.615,1
187.746606,5.885,2.95,5303.0,0.753,1
2.543063763,2.8473,1.26,5579.0,1.029,1
3.177414601,1.5262,2.65,5303.0,0.708,1
2.168451063,1.458,2.41,6153.0,1.109,1
37.8154157,4.662,1.21,4856.0,0.705,1
53.5783052,5.194,1.16,4856.0,0.705,1
6.69332825,2.311,2.44,4245.0,0.637,0
33.1362861,4.163,2.05,4245.0,0.637,0
7.72513619,2.042,1.71,4245.0,0.637,0
10.71253475,2.7186,2.02,4175.0,0.544,1
32.5635249,5.418,2.05,5225.0,0.859,1
12.19140405,1.8832,2.46,5516.0,0.967,0
6.11784972,3.458,1.05,6226.0,1.333,1
3.97599629,2.2029,1.11,5143.0,0.778,1
7.68478504,2.447,1.47,5344.0,0.907,1
0.990516282,2.019,3.52,5975.0,2.399,-1
15.0447098,5.823,1.51,5798.0,1.525,1
29.0726293,2.516,2.32,5799.0,1.042,-1
1.118547814,1.5534,0.98,4496.0,0.658,1
6.42199919,2.6192,1.25,5985.0,0.981,1
9.75374033,2.348,1.87,5806.0,0.899,0
81.3153052,5.807,2.55,5325.0,0.975,1
51.3283527,9.357,3.06,6119.0,1.119,1
19.7919389,3.787,2.58,6285.0,1.039,1
26.8475962,10.068,3.2,5508.0,1.988,1
62.8917493,6.831,2.5,5052.0,0.855,1
14.87149773,2.4076,1.59,3825.0,0.524,1
2.732767897,1.1102,1.42,3825.0,0.524,1
119.8401019,3.6796,26.96,4602.0,0.675,-1
9.61375316,4.654,3.27,5997.0,1.11,1
6.6254781,2.358,0.9,5211.0,0.832,0
29.9685917,6.678,1.91,6249.0,1.076,0
33.2407985,4.675,1.51,5382.0,0.827,1
2.97600846,4.274,2.27,6208.0,2.088,-1
15.18727049,4.509,1.94,6136.0,1.005,1
28.6853212,6.307,2.69,5726.0,0.838,1
0.588001053,1.1451,0.99,3814.0,0.57,1
85.7357202,7.625,2.94,6096.0,1.077,1
1.078389713,1.3394,1.98,5325.0,0.985,1
5.03728033,2.0619,1.55,6387.0,1.381,1
3.289726319,2.3274,1.37,5463.0,0.91,1
7.18644594,1.4972,2.19,5463.0,0.91,1
15.94248453,3.4894,2.62,5376.0,0.806,1
41.0081117,4.376,2.64,5303.0,0.708,1
11.55562042,1.6758,2.11,5420.0,0.85,1
12.2885046,2.807,3.22,5109.0,1.671,0
17.13263125,3.0555,2.31,5477.0,0.794,1
19.0231361,3.431,2.04,5569.0,0.954,1
4.57948235,3.106,1.35,5569.0,0.954,1
1.003931703,1.4361,1.6,4949.0,0.741,1
0.614083885,0.9817,2.55,6521.0,1.276,-1
55.8224775,5.457,2.13,5162.0,0.736,1
1.34145255,7.502,1.31,7495.0,2.389,-1
6.11010439,2.314,0.93,6213.0,1.195,1
4.286866229,4.4726,4.14,6228.0,1.049,1
10.27380957,3.252,1.68,5806.0,0.899,0
13.39155154,3.391,1.58,6197.0,2.188,1
5.62904396,3.7295,1.39,6197.0,2.188,1
8.2562857,2.0378,1.49,6197.0,2.188,0
12.33087921,3.0664,2.34,5376.0,0.806,1
4.421566535,2.1229,2.19,4299.0,0.697,1
15.72585941,3.8284,2.69,5332.0,0.755,1
1.252753881,2.1472,2.44,5907.0,1.705,1
13.36019864,2.788,1.84,4500.0,0.688,0
76.957056,9.551,2.09,5878.0,1.041,1
14.97974335,4.126,3.79,5062.0,0.853,0
6.7445683,3.813,0.86,6106.0,0.923,0
33.35859852,2.286,4.44,5009.0,0.799,0
8.84784273,2.0572,1.15,3867.0,0.552,0
9.98970266,3.7,2.48,5265.0,0.81,1
5.63252508,2.1448,2.04,5216.0,0.804,1
1.442592305,2.9698,2.67,7216.0,2.043,1
14.17222858,2.6297,2.39,5845.0,1.314,1
4.92031063,4.046,1.18,5845.0,1.314,1
56.4931698,8.704,4.43,6160.0,2.046,0
13.82142084,3.985,2.2,4983.0,0.651,1
2.30367952,3.0898,1.3,6191.0,0.865,-1
5.78387049,1.3966,2.07,6063.0,1.012,0
11.08507658,1.751,2.5,5080.0,0.793,1
0.571038347,1.1267,1.65,5132.0,0.886,1
8.77425786,2.2245,1.75,5146.0,0.905,0
4.51005082,2.1533,1.74,5362.0,1.032,1
37.6468519,6.344,5.37,5443.0,2.652,1
29.4557841,3.451,2.19,6036.0,0.949,0
12.466004437,5.0066,5.65,6038.0,1.191,1
2.361724472,1.2167,1.53,4478.0,0.651,1
34.7630543,4.309,1.75,5670.0,0.95,1
20.0545282,7.173,2.63,6056.0,1.209,1
3.17059731,1.6686,1.69,5431.0,0.843,1
27.0142622,5.385,2.0,5949.0,1.184,1
12.50945798,3.479,1.54,5949.0,1.184,1
26.0203329,4.965,4.53,5624.0,1.244,1
0.769854899,1.0243,0.93,5173.0,0.822,1
6.89226333,2.4921,2.13,5862.0,1.463,1
8.07127043,2.393,1.53,5766.0,0.853,1
11.01819178,4.635,2.64,6075.0,0.969,1
30.9505927,5.394,1.51,4983.0,0.651,1
6.3143447,2.796,1.34,6075.0,0.969,0
78.7327023,5.041,7.76,6715.0,2.763,0
3.979867514,2.3607,26.5,6032.0,0.973,-1
42.3375799,4.924,1.45,4132.0,0.581,0
23.3593589,5.389,2.98,6244.0,1.009,0
9.69310837,2.734,2.12,4818.0,0.618,1
24.2598301,3.897,25.42,5485.0,0.805,-1
116.5214317,5.577,44.41,6056.0,1.411,-1
0.813166357,1.4122,1.14,5237.0,0.887,1
10.86062378,2.2874,2.09,6455.0,1.496,0
24.08632177,2.236,2.78,4973.0,0.768,1
1.834277283,1.7499,1.64,5751.0,0.958,0
17.40208965,3.745,16.37,4098.0,0.615,-1
37.9456138,4.093,2.79,5861.0,0.865,1
1.141877248,4.33931,88.62,6158.0,1.368,-1
5.77675928,6.789,32.77,5544.0,0.875,-1
24.1738244,3.056,2.21,5468.0,0.968,1
5.186737262,0.8023,2.4,5230.0,0.777,0
1.151244686,1.272,40.32,6086.0,0.921,0
1.217000383,1.3285,1.58,4859.0,0.757,1
13.6823798,4.153,1.43,6102.0,1.026,1
2.42088277,2.812,2.27,5583.0,1.53,0
8.79618433,3.3781,1.77,6142.0,1.046,1
16.85592593,2.309,1.7,3967.0,0.587,0
14.36270451,4.564,2.31,6643.0,1.216,1
69.8956789,5.276,3.04,5390.0,1.104,0
6.24667547,11.261,14.93,4604.0,6.221,1
2.344512589,1.4116,0.97,5821.0,1.132,1
5.766165573,3.8314,2.27,6038.0,1.191,1
18.3027235,8.262,2.72,5528.0,1.839,1
2.888904439,1.6043,1.68,4895.0,0.759,1
17.14648756,4.2354,3.64,5559.0,1.412,1
16.09227518,2.1072,0.98,4657.0,0.67,1
38.103908,3.837,4.08,5250.0,0.771,0
62.7843981,4.81,2.28,6053.0,1.26,1
91.500873,4.842,1.82,5051.0,0.706,0
44.2993483,4.298,2.68,5316.0,0.915,0
3.13877646,1.6663,0.97,5242.0,0.722,0
5.24242029,6.413,3.86,5383.0,1.829,-1
35.9682692,2.839,2.95,5883.0,1.529,1
25.3690868,4.746,1.67,6126.0,1.406,1
6.89213244,1.725,1.35,6164.0,1.446,0
42.3006282,4.372,2.54,5852.0,1.129,1
0.838597429,1.68668,44.67,6366.0,1.236,-1
55.1866213,9.133,2.47,6178.0,1.267,1
1.728528176,3.682,5.07,6153.0,3.279,-1
14.97436238,2.4461,1.28,5311.0,0.8,1
3.97076603,1.814,1.6,5178.0,0.778,1
2.352273912,1.7389,1.29,4816.0,0.748,1
22.0425953,61.2018,28.78,5974.0,1.26,-1
23.34036251,2.054,2.21,5530.0,0.892,0
37.8034121,4.641,2.95,5329.0,0.819,0
15.03366411,3.272,1.7,5523.0,0.891,0
131.485184,5.294,3.03,5765.0,1.242,0
16.2908527,3.176,0.52,5425.0,0.797,0
106.247882,13.78,2.01,5679.0,0.972,1
8.508333104,3.4559,2.6,5767.0,1.03,1
12.94123564,4.636,1.7,6119.0,0.938,1
5.349791,4.279,1.29,6074.0,1.183,1
147.281212,7.375,2.28,5708.0,1.054,0
5.26211833,3.244,1.95,5587.0,1.309,1
12.1628195,2.3161,3.14,5587.0,1.309,1
23.5541012,7.3,2.33,9565.0,2.286,1
41.6977582,5.513,2.26,5730.0,0.87,1
4.79029482,2.7219,1.01,5412.0,0.843,1
38.6715843,5.532,2.45,5432.0,0.913,1
8.32651854,5.483,1.8,6057.0,1.0,1
5.53533152,2.793,1.75,5588.0,1.1,1
16.7261969,2.708,1.56,5588.0,1.1,1
21.58752788,4.4968,2.18,6038.0,1.191,1
3.757294695,0.9269,1.23,4901.0,0.716,0
3.2828024,3.2532,1.79,5640.0,1.515,1
4.64495172,3.366,1.38,6047.0,1.129,0
16.6671415,3.526,0.7,4729.0,0.525,0
16.48686712,1.431,27.45,6090.0,1.071,0
2.685054445,1.0473,1.46,5266.0,0.829,1
16.8600805,5.557,1.71,6205.0,0.973,1
1.54320541,2.5779,1.23,5866.0,1.282,1
49.5004725,5.772,2.49,4954.0,0.828,1
6.47539108,2.7048,1.92,4954.0,0.828,1
16.85825609,2.0728,2.51,4954.0,0.828,1
3.132604547,3.6337,48.73,6248.0,1.181,-1
2.949029106,2.0311,1.48,4983.0,0.807,1
37.8658964,4.782,2.01,5757.0,1.017,1
8.30865307,3.2747,2.42,5022.0,0.849,1
11.93205399,6.205,1.83,5711.0,1.391,1
7.54235832,4.73,1.59,5711.0,1.391,1
5.02818253,3.526,2.03,5640.0,1.515,1
1.897828815,2.7114,1.73,5640.0,1.515,1
10.62788695,4.576,1.87,6082.0,1.014,1
34.135676,9.12,13.98,7818.0,5.555,0
1.104462494,1.0458,1.6,5002.0,0.753,1
4.89336495,3.485,1.6,6688.0,1.347,1
11.17392077,3.307,1.64,5911.0,0.914,1
31.0325991,3.476,2.64,5841.0,0.931,0
0.512407185,1.0579,1.03,3862.0,0.563,-1
4.150297119,1.2058,3.03,5290.0,0.858,0
5.89661966,3.154,1.28,5392.0,1.087,0
33.4178173,4.645,3.13,5136.0,0.744,1
2.053341891,2.596,1.44,6084.0,1.358,1
56.7769831,6.864,3.21,6063.0,1.012,0
18.78429232,3.1136,2.14,4243.0,0.641,1
3.61460279,3.227,1.14,5711.0,1.391,1
13.15140223,5.439,1.87,6154.0,1.636,1
18.5084526,6.596,29.33,5942.0,0.938,0
7.47763833,2.5693,2.05,5957.0,1.953,-1
42.1918331,7.083,2.35,5520.0,1.08,1
3.73090026,2.9095,1.48,5709.0,0.95,1
86.130534,3.321,1.47,5830.0,0.876,0
2.787874175,2.0348,2.33,4827.0,1.727,1
37.9962369,6.7751,2.39,6038.0,1.191,1
8.46354384,1.4078,2.51,5427.0,0.887,0
17.23232894,4.5568,2.79,6086.0,1.216,1
28.5057217,6.324,2.55,5712.0,0.87,1
53.5991459,6.811,2.49,6319.0,1.032,1
16.4581861,1.9637,1.82,5475.0,0.884,0
176.331289,13.89,2.38,6146.0,2.251,0
0.693842661,1.6197,0.83,5457.0,1.196,1
83.4887405,6.21,2.95,5910.0,0.94,1
34.0607677,2.471,2.96,5910.0,0.94,1
6.2141496,10.141,4.27,5295.0,3.152,0
31.5888979,3.438,2.59,5866.0,1.367,0
59.9809868,7.588,2.81,6103.0,1.383,1
25.7457957,7.073,1.73,6103.0,1.383,1
11.92979348,6.152,2.43,5831.0,0.921,0
17.65737838,3.509,2.45,3745.0,0.47,0
4.3394569,2.3652,2.11,5330.0,1.013,1
2.852348262,0.7051,1.66,3731.0,0.433,1
65.6480892,5.746,3.93,5565.0,1.246,1
102.653705,53.5887,39.16,6711.0,1.698,-1
14.83340944,3.927,2.54,5570.0,0.904,0
0.987338654,2.591,0.98,6258.0,1.896,-1
101.1323475,4.366,3.87,5492.0,1.016,0
1.811460943,5.065,2.83,5700.0,1.008,-1
16.07673148,2.205,2.14,5957.0,0.971,1
18.87058705,3.4701,2.67,6103.0,0.949,1
22.1334224,2.049,1.76,5165.0,0.702,0
17.1369408,6.416,2.05,6218.0,1.077,1
26.6951944,4.576,1.4,6086.0,1.216,1
7.72085047,1.8264,2.53,5887.0,1.177,0
6.312508525,2.7455,2.0,4090.0,0.571,1
4.19577385,2.1557,3.02,5229.0,1.005,0
7.1329472,4.368,1.64,5862.0,1.307,1
8.91901228,4.141,1.84,5862.0,1.307,1
4.5620407,2.8521,2.82,5343.0,2.506,0
7.5966998,3.667,1.32,5716.0,1.091,0
2.392630668,1.3705,1.33,5716.0,1.091,-1
17.6700291,6.693,2.89,5795.0,1.247,1
108.593113,7.989,1.68,5678.0,0.921,1
19.9865916,4.391,4.22,5500.0,1.238,1
12.12580644,3.289,2.5,5500.0,1.238,1
76.421501,7.218,2.81,5561.0,1.19,0
56.2590881,8.114,2.22,6038.0,1.191,1
1.646801683,1.1966,0.86,3810.0,0.513,1
3.78861833,2.808,1.23,5560.0,1.04,1
10.45839865,3.154,1.25,4641.0,0.747,1
21.1033014,2.059,1.56,6000.0,1.126,0
95.6114617,7.489,2.37,6002.0,1.081,0
1.204686597,0.823,1.55,5780.0,1.0,0
11.8984948,3.015,1.69,5862.0,1.307,1
23.1274171,4.901,1.44,5865.0,1.066,1
5.132486123,1.4575,1.69,3879.0,0.578,1
8.77997349,3.2201,2.12,5191.0,0.764,0
10.66489514,3.159,1.76,6014.0,1.021,1
5.1233204,2.7466,1.65,5364.0,0.982,1
3.573202801,2.88,5.81,5646.0,1.08,1
61.6174528,3.816,3.36,5480.0,0.931,1
24.3398202,3.891,5.09,5596.0,1.466,1
1.755843555,1.9425,1.94,5569.0,0.829,1
5.18560081,4.054,2.34,6172.0,1.471,1
33.4698571,4.749,2.45,5912.0,1.094,1
11.89520436,3.433,1.33,5649.0,0.992,1
1.025857984,0.8069,1.57,5123.0,0.847,0
5.60013327,2.6508,1.73,5288.0,0.978,1
25.2034128,4.515,2.42,5831.0,0.921,1
1.615357809,1.1435,1.37,3821.0,0.486,0
5.640676975,2.8354,4.59,5794.0,1.216,1
25.5638626,4.685,4.0,6228.0,1.049,1
6.78341325,3.5437,20.75,5096.0,8.769,0
12.7945474,3.4197,1.6,4090.0,0.571,1
42.4269647,5.907,3.44,5330.0,1.013,0
1.434745129,1.862,1.5,5806.0,1.064,1
6.95787,4.537,1.39,6240.0,1.025,0
3.28192056,2.917,1.6,5859.0,1.162,1
12.51610549,4.853,1.87,5859.0,1.162,1
5.45298742,2.1328,0.92,5450.0,0.842,1
3.26662733,2.056,0.68,5450.0,0.842,0
4.45743267,2.3226,0.79,4487.0,0.612,1
2.81814715,1.763,1.3,5167.0,0.787,0
9.4907638,2.713,1.05,5290.0,0.746,0
0.76196247,1.282,1.08,5167.0,0.787,0
1.824649,4.2285,5.31,6190.0,0.793,-1
2.832647249,2.306,1.37,5865.0,1.272,1
3.70063251,5.408,1.24,5423.0,1.404,0
3.93083997,2.932,1.2,6038.0,1.191,1
7.63008196,2.78,1.39,6038.0,1.191,1
16.22378479,2.5462,1.51,5547.0,0.925,1
9.76293284,3.064,1.94,5052.0,0.816,0
58.601926,5.522,2.06,6250.0,1.019,1
25.0823402,6.423,2.26,6429.0,1.262,1
78.0998908,8.422,3.37,5779.0,1.284,1
4.27103727,2.2759,1.22,5984.0,0.906,1
4.27226421,2.113,0.64,5450.0,0.842,0
2.19251903,1.845,0.37,5450.0,0.842,0
3.53232429,2.765,1.43,5761.0,0.956,1
15.03946326,5.1008,12.36,6501.0,1.441,-1
10.44087398,3.743,3.41,5738.0,0.981,0
39.7557642,1.958,13.72,4405.0,0.511,0
10.27127527,3.029,0.94,4405.0,0.511,0
12.5722897,4.765,1.09,6084.0,1.169,1
40.8366307,4.956,1.5,5529.0,0.925,1
11.7761073,2.829,1.31,5096.0,0.689,-1
29.7123181,70.3707,46.43,6440.0,1.921,-1
20.6180348,3.267,1.57,3757.0,0.576,0
19.9401211,4.283,2.42,5623.0,0.763,1
22.2420032,7.532,2.04,5979.0,2.164,1
3.88148385,2.679,0.59,5854.0,0.979,0
0.577369336,1.0852,1.42,5255.0,0.716,1
12.720370263,2.7306,4.75,6267.0,1.258,1
11.96407399,4.526,3.21,5903.0,0.961,0
2.493237866,2.644,9.48,5002.0,4.131,-1
68.8861017,5.925,1.47,5753.0,1.222,1
9.99115241,2.657,1.68,4838.0,0.796,1
4.267961416,1.3427,1.42,6395.0,1.237,0
36.292017,8.198,3.1,5843.0,1.615,1
0.925589891,1.967,50.6,4094.0,24.488,-1
17.25121397,2.0371,2.64,3879.0,0.537,1
1.867281146,7.495,31.18,6117.0,1.025,-1
9.30991834,3.455,1.21,5806.0,1.101,0
18.1209388,3.781,1.68,4905.0,0.774,0
3.23941775,2.569,0.77,6075.0,0.858,1
3.98864999,3.516,1.15,5692.0,1.188,0
2.524017517,1.1968,1.5,5420.0,0.871,0
